id,stage,datetime,tags,type,task_id,worker_id,answers
160,substitutions,1465220525,,answer,192,2,
232,substitutions,1465220898,,answer,192,4,край
443,substitutions,1465222402,,answer,192,3,край|поместье
619,substitutions,1465233291,,answer,192,6,край
151,substitutions,1465220488,,answer,193,2,местность
408,substitutions,1465222159,,answer,193,3,местность|область
568,substitutions,1465232520,,answer,193,6,местность|область|земля
80,substitutions,1465219685,,answer,194,2,
267,substitutions,1465221084,,answer,194,3,станица|округа
549,substitutions,1465232325,,answer,194,6,округа
150,substitutions,1465220481,,answer,195,2,окрестность
257,substitutions,1465221034,,answer,195,4,окрестность
421,substitutions,1465222277,,answer,195,3,окрестность|крепость|страна|уголок
626,substitutions,1465233358,,answer,195,6,окрестность
201,substitutions,1465220756,,answer,196,3,губерния|колония|окраина
248,substitutions,1465220983,,answer,196,2,
565,substitutions,1465232492,,answer,196,6,пространство
51,substitutions,1465219341,,answer,197,2,
352,substitutions,1465221540,,answer,197,3,
534,substitutions,1465232130,,answer,197,6,
30,substitutions,1465219081,,answer,198,2,
291,substitutions,1465221156,,answer,198,3,
609,substitutions,1465232979,,answer,198,6,
29,substitutions,1465219072,,answer,199,2,
342,substitutions,1465221487,,answer,199,3,
475,substitutions,1465231541,,answer,199,6,
88,substitutions,1465219877,,answer,200,2,
397,substitutions,1465221813,,answer,200,3,
484,substitutions,1465231630,,answer,200,6,
192,substitutions,1465220725,,answer,201,2,край
318,substitutions,1465221325,,answer,201,3,
580,substitutions,1465232621,,answer,201,6,край
136,substitutions,1465220279,,answer,202,2,
304,substitutions,1465221221,,answer,202,3,область
591,substitutions,1465232707,,answer,202,6,
13,substitutions,1465218805,,answer,203,2,
247,substitutions,1465220977,,answer,203,4,
435,substitutions,1465222360,,answer,203,3,
622,substitutions,1465233333,,answer,203,6,
58,substitutions,1465219434,,answer,204,2,
296,substitutions,1465221176,,answer,204,4,
429,substitutions,1465222324,,answer,204,3,
636,substitutions,1465233442,,answer,204,6,
25,substitutions,1465218997,,answer,205,2,
360,substitutions,1465221592,,answer,205,3,
585,substitutions,1465232662,,answer,205,6,
