занятие	обязанность	обязательство	пост	промышленность					Когда в древние времена <b><font color="#cc0000">должность</font></b> настояла давать народу целому законы, или, сказать правильнее, когда не совсем ещё народ образованный образовать желали, то дабы употребить в свою пользу то, что уже древние сделали и в чём пользу находили, предпринимали путешествия в те страны, которыя более других процветали и славилися своими законоположениями. 	31_5										
амплуа	функция	место	синекура	отправление	ремесло	специальность			Никакие тайны не были сокрыты друг от друга; упражнения, <b><font color="#cc0000">должности</font></b> семейственные, забавы, труды ― все было между ними в разделе; невинные любовники вели даже оба в одном журнале происшествия жизни своей. 	32_5										
повинность	рукоделие	необходимость	мастерство	разряд	искусство	профессия			Никакие тайны не были сокрыты друг от друга; упражнения, <b><font color="#cc0000">должности</font></b> семейственные, забавы, труды ― все было между ними в разделе; невинные любовники вели даже оба в одном журнале происшествия жизни своей. 	32_5										
роль	сословие	тёплое место	статус	положение	работа	имя			Никакие тайны не были сокрыты друг от друга; упражнения, <b><font color="#cc0000">должности</font></b> семейственные, забавы, труды ― все было между ними в разделе; невинные любовники вели даже оба в одном журнале происшествия жизни своей. 	32_5										
долг	чин	дело	халява	сан	титул	торговля			Никакие тайны не были сокрыты друг от друга; упражнения, <b><font color="#cc0000">должности</font></b> семейственные, забавы, труды ― все было между ними в разделе; невинные любовники вели даже оба в одном журнале происшествия жизни своей. 	32_5										
служба	промысел	призвание	пенкоснимательство	служение	звание	позиция			Никакие тайны не были сокрыты друг от друга; упражнения, <b><font color="#cc0000">должности</font></b> семейственные, забавы, труды ― все было между ними в разделе; невинные любовники вели даже оба в одном журнале происшествия жизни своей. 	32_5										
занятие	обязанность	обязательство	пост	промышленность					Никакие тайны не были сокрыты друг от друга; упражнения, <b><font color="#cc0000">должности</font></b> семейственные, забавы, труды ― все было между ними в разделе; невинные любовники вели даже оба в одном журнале происшествия жизни своей. 	32_5										
амплуа	функция	место	синекура	отправление	ремесло	специальность			Впрочем, он старался усилить значительность многими другими средствами, именно: завёл, чтобы низшие чиновники встречали его ещё на лестнице, когда он приходил в <b><font color="#cc0000">должность</font></b>; чтобы к нему являться прямо никто не смел, а чтоб шло всё порядком строжайшим: коллежский регистратор докладывал бы губернскому секретарю, губернский секретарь ― титулярному или какому приходилось другому, и чтобы уже, таким образом, доходило дело до него.	33_5										
повинность	рукоделие	необходимость	мастерство	разряд	искусство	профессия			Впрочем, он старался усилить значительность многими другими средствами, именно: завёл, чтобы низшие чиновники встречали его ещё на лестнице, когда он приходил в <b><font color="#cc0000">должность</font></b>; чтобы к нему являться прямо никто не смел, а чтоб шло всё порядком строжайшим: коллежский регистратор докладывал бы губернскому секретарю, губернский секретарь ― титулярному или какому приходилось другому, и чтобы уже, таким образом, доходило дело до него.	33_5										
роль	сословие	тёплое место	статус	положение	работа	имя			Впрочем, он старался усилить значительность многими другими средствами, именно: завёл, чтобы низшие чиновники встречали его ещё на лестнице, когда он приходил в <b><font color="#cc0000">должность</font></b>; чтобы к нему являться прямо никто не смел, а чтоб шло всё порядком строжайшим: коллежский регистратор докладывал бы губернскому секретарю, губернский секретарь ― титулярному или какому приходилось другому, и чтобы уже, таким образом, доходило дело до него.	33_5										
долг	чин	дело	халява	сан	титул	торговля			Впрочем, он старался усилить значительность многими другими средствами, именно: завёл, чтобы низшие чиновники встречали его ещё на лестнице, когда он приходил в <b><font color="#cc0000">должность</font></b>; чтобы к нему являться прямо никто не смел, а чтоб шло всё порядком строжайшим: коллежский регистратор докладывал бы губернскому секретарю, губернский секретарь ― титулярному или какому приходилось другому, и чтобы уже, таким образом, доходило дело до него.	33_5										
служба	промысел	призвание	пенкоснимательство	служение	звание	позиция			Впрочем, он старался усилить значительность многими другими средствами, именно: завёл, чтобы низшие чиновники встречали его ещё на лестнице, когда он приходил в <b><font color="#cc0000">должность</font></b>; чтобы к нему являться прямо никто не смел, а чтоб шло всё порядком строжайшим: коллежский регистратор докладывал бы губернскому секретарю, губернский секретарь ― титулярному или какому приходилось другому, и чтобы уже, таким образом, доходило дело до него.	33_5										
занятие	обязанность	обязательство	пост	промышленность					Впрочем, он старался усилить значительность многими другими средствами, именно: завёл, чтобы низшие чиновники встречали его ещё на лестнице, когда он приходил в <b><font color="#cc0000">должность</font></b>; чтобы к нему являться прямо никто не смел, а чтоб шло всё порядком строжайшим: коллежский регистратор докладывал бы губернскому секретарю, губернский секретарь ― титулярному или какому приходилось другому, и чтобы уже, таким образом, доходило дело до него.	33_5										
амплуа	функция	отправление	синекура	ремесло	специальность	рукоделие			В этом автобусе 50 сидячих и 80 стоячих <b><font color="#cc0000">мест</font></b>.	34_6										
мастерство	искусство	профессия	роль	статус	положение	работа			В этом автобусе 50 сидячих и 80 стоячих <b><font color="#cc0000">мест</font></b>.	34_6										
дело	торговля	служба	промысел	призвание	звание	позиция			В этом автобусе 50 сидячих и 80 стоячих <b><font color="#cc0000">мест</font></b>.	34_6										
занятие	обязанность	пост	промышленность						В этом автобусе 50 сидячих и 80 стоячих <b><font color="#cc0000">мест</font></b>.	34_6										
амплуа	функция	отправление	синекура	ремесло	специальность	рукоделие			На каждом съезде выступали делегаты с <b><font color="#cc0000">мест</font></b> и говорили, что до регионов деньги не доходят.	35_6										
мастерство	искусство	профессия	роль	статус	положение	работа			На каждом съезде выступали делегаты с <b><font color="#cc0000">мест</font></b> и говорили, что до регионов деньги не доходят.	35_6										
дело	торговля	служба	промысел	призвание	звание	позиция			На каждом съезде выступали делегаты с <b><font color="#cc0000">мест</font></b> и говорили, что до регионов деньги не доходят.	35_6										
занятие	обязанность	пост	промышленность						На каждом съезде выступали делегаты с <b><font color="#cc0000">мест</font></b> и говорили, что до регионов деньги не доходят.	35_6										
амплуа	функция	отправление	синекура	ремесло	специальность	рукоделие			Мне предлагают <b><font color="#cc0000">место</font></b> в банке. Шесть тысяч в год…	36_6										
мастерство	искусство	профессия	роль	статус	положение	работа			Мне предлагают <b><font color="#cc0000">место</font></b> в банке. Шесть тысяч в год…	36_6										
дело	торговля	служба	промысел	призвание	звание	позиция			Мне предлагают <b><font color="#cc0000">место</font></b> в банке. Шесть тысяч в год…	36_6										
занятие	обязанность	пост	промышленность						Мне предлагают <b><font color="#cc0000">место</font></b> в банке. Шесть тысяч в год…	36_6										
амплуа	функция	отправление	синекура	ремесло	специальность	рукоделие			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	37_6										
мастерство	искусство	профессия	роль	статус	положение	работа			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	37_6										
дело	торговля	служба	промысел	призвание	звание	позиция			По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	37_6										
занятие	обязанность	пост	промышленность						По заведённому порядку чиновниками комиссариатского и кораблестроительного департаментов груз, назначенный в Петропавловск и Охотск, сдавался командиру судна не по <b><font color="#cc0000">местам</font></b>, как то делается на коммерческих судах, а по мере, весу и счёту.	37_6										
амплуа	функция	отправление	синекура	ремесло	специальность	рукоделие			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	38_6										
мастерство	искусство	профессия	роль	статус	положение	работа			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	38_6										
дело	торговля	служба	промысел	призвание	звание	позиция			И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	38_6										
занятие	обязанность	пост	промышленность						И вот он разросся, этот парк, и стал любимым <b><font color="#cc0000">местом</font></b> отдыха для взрослых.	38_6										
амплуа	функция	отправление	синекура	ремесло	специальность	рукоделие			Посети наши <b><font color="#cc0000">места</font></b>.	39_6										
мастерство	искусство	профессия	роль	статус	положение	работа			Посети наши <b><font color="#cc0000">места</font></b>.	39_6										
дело	торговля	служба	промысел	призвание	звание	позиция			Посети наши <b><font color="#cc0000">места</font></b>.	39_6										
занятие	обязанность	пост	промышленность						Посети наши <b><font color="#cc0000">места</font></b>.	39_6										
амплуа	функция	отправление	синекура	ремесло	специальность	рукоделие			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	40_6										
мастерство	искусство	профессия	роль	статус	положение	работа			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	40_6										
дело	торговля	служба	промысел	призвание	звание	позиция			Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	40_6										
занятие	обязанность	пост	промышленность						Удачно скомпонованное рабочее <b><font color="#cc0000">место</font></b> обеспечивает приемлемую посадку даже водителю выше среднего роста.	40_6										
амплуа	функция	отправление	синекура	ремесло	специальность	рукоделие			Небо ясно, под небом <b><font color="#cc0000">места</font></b> много всем.	41_6										
мастерство	искусство	профессия	роль	статус	положение	работа			Небо ясно, под небом <b><font color="#cc0000">места</font></b> много всем.	41_6										
дело	торговля	служба	промысел	призвание	звание	позиция			Небо ясно, под небом <b><font color="#cc0000">места</font></b> много всем.	41_6										
занятие	обязанность	пост	промышленность						Небо ясно, под небом <b><font color="#cc0000">места</font></b> много всем.	41_6										
амплуа	функция	отправление	синекура	ремесло	специальность	рукоделие			Кошелёк был на <b><font color="#cc0000">месте</font></b>, денег в нём полно.	42_6										
мастерство	искусство	профессия	роль	статус	положение	работа			Кошелёк был на <b><font color="#cc0000">месте</font></b>, денег в нём полно.	42_6										
дело	торговля	служба	промысел	призвание	звание	позиция			Кошелёк был на <b><font color="#cc0000">месте</font></b>, денег в нём полно.	42_6										
занятие	обязанность	пост	промышленность						Кошелёк был на <b><font color="#cc0000">месте</font></b>, денег в нём полно.	42_6										
амплуа	функция	отправление	синекура	ремесло	специальность	рукоделие			После родов сука съедает <b><font color="#cc0000">место</font></b>.	43_6										
мастерство	искусство	профессия	роль	статус	положение	работа			После родов сука съедает <b><font color="#cc0000">место</font></b>.	43_6										
дело	торговля	служба	промысел	призвание	звание	позиция			После родов сука съедает <b><font color="#cc0000">место</font></b>.	43_6										
занятие	обязанность	пост	промышленность						После родов сука съедает <b><font color="#cc0000">место</font></b>.	43_6										
амплуа	функция	отправление	синекура	ремесло	специальность	рукоделие			Мечте, загадочному, таинственному не было <b><font color="#cc0000">места</font></b> в его душе.	44_6										
мастерство	искусство	профессия	роль	статус	положение	работа			Мечте, загадочному, таинственному не было <b><font color="#cc0000">места</font></b> в его душе.	44_6										
дело	торговля	служба	промысел	призвание	звание	позиция			Мечте, загадочному, таинственному не было <b><font color="#cc0000">места</font></b> в его душе.	44_6										
занятие	обязанность	пост	промышленность						Мечте, загадочному, таинственному не было <b><font color="#cc0000">места</font></b> в его душе.	44_6										
амплуа	функция	отправление	синекура	ремесло	специальность	рукоделие			Всё шло благополучно до того <b><font color="#cc0000">места</font></b> в пьесе, где Франц объясняется в любви Амалии, а она хватает его шпагу.	45_6										
мастерство	искусство	профессия	роль	статус	положение	работа			Всё шло благополучно до того <b><font color="#cc0000">места</font></b> в пьесе, где Франц объясняется в любви Амалии, а она хватает его шпагу.	45_6										
дело	торговля	служба	промысел	призвание	звание	позиция			Всё шло благополучно до того <b><font color="#cc0000">места</font></b> в пьесе, где Франц объясняется в любви Амалии, а она хватает его шпагу.	45_6										
занятие	обязанность	пост	промышленность						Всё шло благополучно до того <b><font color="#cc0000">места</font></b> в пьесе, где Франц объясняется в любви Амалии, а она хватает его шпагу.	45_6										
дорога	средство	подход	паллиатив	манипуляция	прием	образ			Сановники наши вообще любят озадачивать подчинённых; <b><font color="#cc0000">способы</font></b>, к которым они прибегают для достижения этой цели, довольно разнообразны.	46_9										
хитрость	фортель	путь	мера	план	полумера	мерило			Сановники наши вообще любят озадачивать подчинённых; <b><font color="#cc0000">способы</font></b>, к которым они прибегают для достижения этой цели, довольно разнообразны.	46_9										
стиль	тактика	возможность	критерий	проект	род	мероприятие			Сановники наши вообще любят озадачивать подчинённых; <b><font color="#cc0000">способы</font></b>, к которым они прибегают для достижения этой цели, довольно разнообразны.	46_9										
масштаб	порядок	образец	сноровка	закономерность	система	схема			Сановники наши вообще любят озадачивать подчинённых; <b><font color="#cc0000">способы</font></b>, к которым они прибегают для достижения этой цели, довольно разнообразны.	46_9										
силы	мерка	манера	метод	ухватка	метода				Сановники наши вообще любят озадачивать подчинённых; <b><font color="#cc0000">способы</font></b>, к которым они прибегают для достижения этой цели, довольно разнообразны.	46_9										
дорога	паллиатив	манипуляция	прием	образ	фортель	путь			<b><font color="#cc0000">Средства</font></b> Массовой Информации.	47_9										
мера	план	полумера	мерило	тактика	возможность	критерий			<b><font color="#cc0000">Средства</font></b> Массовой Информации.	47_9										
род	мероприятие	масштаб	порядок	сноровка	система	схема			<b><font color="#cc0000">Средства</font></b> Массовой Информации.	47_9										
силы	мерка	манера	метод	ухватка	метода				<b><font color="#cc0000">Средства</font></b> Массовой Информации.	47_9										
дорога	паллиатив	манипуляция	прием	образ	фортель	путь			<b><font color="#cc0000">Средство</font></b> от головной боли.	48_9										
мера	план	полумера	мерило	тактика	возможность	критерий			<b><font color="#cc0000">Средство</font></b> от головной боли.	48_9										
род	мероприятие	масштаб	порядок	сноровка	система	схема			<b><font color="#cc0000">Средство</font></b> от головной боли.	48_9										
силы	мерка	манера	метод	ухватка	метода				<b><font color="#cc0000">Средство</font></b> от головной боли.	48_9										
улица	дорога	поездка	мостовая	ворота	тракт	оборот			Танк повернулся на месте и пополз к шоссе. Он пересёк наискось кювет, но весь на дорогу не выполз, а, медленно вращая башню, перегородил <b><font color="#cc0000">путь</font></b>, как шлагбаумом, длинной своей пушкой.	49_10										
прием	переправа	образ	шоссе	крюк	план	тактика			Танк повернулся на месте и пополз к шоссе. Он пересёк наискось кювет, но весь на дорогу не выполз, а, медленно вращая башню, перегородил <b><font color="#cc0000">путь</font></b>, как шлагбаумом, длинной своей пушкой.	49_10										
путешествие	рейс	дорожка	створка	ход	порядок	просека			Танк повернулся на месте и пополз к шоссе. Он пересёк наискось кювет, но весь на дорогу не выполз, а, медленно вращая башню, перегородил <b><font color="#cc0000">путь</font></b>, как шлагбаумом, длинной своей пушкой.	49_10										
система	аллея	схема	транзит	маршрут	манера	ухватка			Танк повернулся на месте и пополз к шоссе. Он пересёк наискось кювет, но весь на дорогу не выполз, а, медленно вращая башню, перегородил <b><font color="#cc0000">путь</font></b>, как шлагбаумом, длинной своей пушкой.	49_10										
метода	полотно	средство	следование	портал	тропинка	манипуляция			Танк повернулся на месте и пополз к шоссе. Он пересёк наискось кювет, но весь на дорогу не выполз, а, медленно вращая башню, перегородил <b><font color="#cc0000">путь</font></b>, как шлагбаумом, длинной своей пушкой.	49_10										
траектория	фортель	врата	шествие	расстояние	перевал	дистанция			Танк повернулся на месте и пополз к шоссе. Он пересёк наискось кювет, но весь на дорогу не выполз, а, медленно вращая башню, перегородил <b><font color="#cc0000">путь</font></b>, как шлагбаумом, длинной своей пушкой.	49_10										
проход	путина	стезя	выход	род	конец	тропа			Танк повернулся на месте и пополз к шоссе. Он пересёк наискось кювет, но весь на дорогу не выполз, а, медленно вращая башню, перегородил <b><font color="#cc0000">путь</font></b>, как шлагбаумом, длинной своей пушкой.	49_10										
метод	образец	проезд	дверь	сноровка	способ	курс	тротуар		Танк повернулся на месте и пополз к шоссе. Он пересёк наискось кювет, но весь на дорогу не выполз, а, медленно вращая башню, перегородил <b><font color="#cc0000">путь</font></b>, как шлагбаумом, длинной своей пушкой.	49_10										
улица	трасса	поездка	полотно	средство	мостовая	следование			Собираться в <b><font color="#cc0000">дорогу</font></b>.	50_10										
тракт	оборот	тропинка	манипуляция	прием	переправа	образ			Собираться в <b><font color="#cc0000">дорогу</font></b>.	50_10										
траектория	шоссе	фортель	крюк	путь	шествие	расстояние			Собираться в <b><font color="#cc0000">дорогу</font></b>.	50_10										
перевал	тактика	проход	путина	стезя	путешествие	рейс			Собираться в <b><font color="#cc0000">дорогу</font></b>.	50_10										
направление	дорожка	род	конец	ход	автострада	порядок			Собираться в <b><font color="#cc0000">дорогу</font></b>.	50_10										
тропа	сноровка	просека	система	аллея	способ	курс			Собираться в <b><font color="#cc0000">дорогу</font></b>.	50_10										
автомагистраль	маршрут	манера	тротуар	ухватка	метода				Собираться в <b><font color="#cc0000">дорогу</font></b>.	50_10										
улица	дорога	поездка	мостовая	ворота	тракт	оборот			В «Исповеди» Гоголь рассказывает свой <b><font color="#cc0000">путь</font></b> писателя и человека, вскрывает мотивы своего творчества, его отличительные свойства.	51_10										
прием	переправа	образ	шоссе	крюк	план	тактика			В «Исповеди» Гоголь рассказывает свой <b><font color="#cc0000">путь</font></b> писателя и человека, вскрывает мотивы своего творчества, его отличительные свойства.	51_10										
путешествие	рейс	дорожка	створка	ход	порядок	просека			В «Исповеди» Гоголь рассказывает свой <b><font color="#cc0000">путь</font></b> писателя и человека, вскрывает мотивы своего творчества, его отличительные свойства.	51_10										
система	аллея	схема	транзит	маршрут	манера	ухватка			В «Исповеди» Гоголь рассказывает свой <b><font color="#cc0000">путь</font></b> писателя и человека, вскрывает мотивы своего творчества, его отличительные свойства.	51_10										
метода	полотно	средство	следование	портал	тропинка	манипуляция			В «Исповеди» Гоголь рассказывает свой <b><font color="#cc0000">путь</font></b> писателя и человека, вскрывает мотивы своего творчества, его отличительные свойства.	51_10										
траектория	фортель	врата	шествие	расстояние	перевал	дистанция			В «Исповеди» Гоголь рассказывает свой <b><font color="#cc0000">путь</font></b> писателя и человека, вскрывает мотивы своего творчества, его отличительные свойства.	51_10										
проход	путина	стезя	выход	род	конец	тропа			В «Исповеди» Гоголь рассказывает свой <b><font color="#cc0000">путь</font></b> писателя и человека, вскрывает мотивы своего творчества, его отличительные свойства.	51_10										
метод	образец	проезд	дверь	сноровка	способ	курс	тротуар		В «Исповеди» Гоголь рассказывает свой <b><font color="#cc0000">путь</font></b> писателя и человека, вскрывает мотивы своего творчества, его отличительные свойства.	51_10										
улица	трасса	поездка	полотно	средство	мостовая	следование			Покажите мне <b><font color="#cc0000">дорогу</font></b> (в театр).	52_10										
тракт	оборот	тропинка	манипуляция	прием	переправа	образ			Покажите мне <b><font color="#cc0000">дорогу</font></b> (в театр).	52_10										
траектория	шоссе	фортель	крюк	путь	шествие	расстояние			Покажите мне <b><font color="#cc0000">дорогу</font></b> (в театр).	52_10										
перевал	тактика	проход	путина	стезя	путешествие	рейс			Покажите мне <b><font color="#cc0000">дорогу</font></b> (в театр).	52_10										
направление	дорожка	род	конец	ход	автострада	порядок			Покажите мне <b><font color="#cc0000">дорогу</font></b> (в театр).	52_10										
тропа	сноровка	просека	система	аллея	способ	курс			Покажите мне <b><font color="#cc0000">дорогу</font></b> (в театр).	52_10										
автомагистраль	маршрут	манера	тротуар	ухватка	метода				Покажите мне <b><font color="#cc0000">дорогу</font></b> (в театр).	52_10										
улица	трасса	поездка	полотно	средство	мостовая	следование			Стул стоял на самой <b><font color="#cc0000">дороге</font></b>.	53_10										
тракт	оборот	тропинка	манипуляция	прием	переправа	образ			Стул стоял на самой <b><font color="#cc0000">дороге</font></b>.	53_10										
траектория	шоссе	фортель	крюк	путь	шествие	расстояние			Стул стоял на самой <b><font color="#cc0000">дороге</font></b>.	53_10										
перевал	тактика	проход	путина	стезя	путешествие	рейс			Стул стоял на самой <b><font color="#cc0000">дороге</font></b>.	53_10										
направление	дорожка	род	конец	ход	автострада	порядок			Стул стоял на самой <b><font color="#cc0000">дороге</font></b>.	53_10										
тропа	сноровка	просека	система	аллея	способ	курс			Стул стоял на самой <b><font color="#cc0000">дороге</font></b>.	53_10										
автомагистраль	маршрут	манера	тротуар	ухватка	метода				Стул стоял на самой <b><font color="#cc0000">дороге</font></b>.	53_10										
улица	дорога	поездка	мостовая	ворота	тракт	оборот			Что греха таить, <b><font color="#cc0000">пути</font></b> в нём не было, мужик был плотный, неработящий, хмельным делом почал было напоследях-то заниматься	54_10										
прием	переправа	образ	шоссе	крюк	план	тактика			Что греха таить, <b><font color="#cc0000">пути</font></b> в нём не было, мужик был плотный, неработящий, хмельным делом почал было напоследях-то заниматься	54_10										
путешествие	рейс	дорожка	створка	ход	порядок	просека			Что греха таить, <b><font color="#cc0000">пути</font></b> в нём не было, мужик был плотный, неработящий, хмельным делом почал было напоследях-то заниматься	54_10										
система	аллея	схема	транзит	маршрут	манера	ухватка			Что греха таить, <b><font color="#cc0000">пути</font></b> в нём не было, мужик был плотный, неработящий, хмельным делом почал было напоследях-то заниматься	54_10										
метода	полотно	средство	следование	портал	тропинка	манипуляция			Что греха таить, <b><font color="#cc0000">пути</font></b> в нём не было, мужик был плотный, неработящий, хмельным делом почал было напоследях-то заниматься	54_10										
траектория	фортель	врата	шествие	расстояние	перевал	дистанция			Что греха таить, <b><font color="#cc0000">пути</font></b> в нём не было, мужик был плотный, неработящий, хмельным делом почал было напоследях-то заниматься	54_10										
проход	путина	стезя	выход	род	конец	тропа			Что греха таить, <b><font color="#cc0000">пути</font></b> в нём не было, мужик был плотный, неработящий, хмельным делом почал было напоследях-то заниматься	54_10										
метод	образец	проезд	дверь	сноровка	способ	курс	тротуар		Что греха таить, <b><font color="#cc0000">пути</font></b> в нём не было, мужик был плотный, неработящий, хмельным делом почал было напоследях-то заниматься	54_10										
улица	дорога	поездка	мостовая	ворота	тракт	оборот			Таким образом, сооружение плотин и шлюзование рек позволяют создать хорошие водные <b><font color="#cc0000">пути</font></b> сообщения и получать электроэнергию.	55_10										
прием	переправа	образ	шоссе	крюк	план	тактика			Таким образом, сооружение плотин и шлюзование рек позволяют создать хорошие водные <b><font color="#cc0000">пути</font></b> сообщения и получать электроэнергию.	55_10										
путешествие	рейс	дорожка	створка	ход	порядок	просека			Таким образом, сооружение плотин и шлюзование рек позволяют создать хорошие водные <b><font color="#cc0000">пути</font></b> сообщения и получать электроэнергию.	55_10										
система	аллея	схема	транзит	маршрут	манера	ухватка			Таким образом, сооружение плотин и шлюзование рек позволяют создать хорошие водные <b><font color="#cc0000">пути</font></b> сообщения и получать электроэнергию.	55_10										
метода	полотно	средство	следование	портал	тропинка	манипуляция			Таким образом, сооружение плотин и шлюзование рек позволяют создать хорошие водные <b><font color="#cc0000">пути</font></b> сообщения и получать электроэнергию.	55_10										
траектория	фортель	врата	шествие	расстояние	перевал	дистанция			Таким образом, сооружение плотин и шлюзование рек позволяют создать хорошие водные <b><font color="#cc0000">пути</font></b> сообщения и получать электроэнергию.	55_10										
проход	путина	стезя	выход	род	конец	тропа			Таким образом, сооружение плотин и шлюзование рек позволяют создать хорошие водные <b><font color="#cc0000">пути</font></b> сообщения и получать электроэнергию.	55_10										
метод	образец	проезд	дверь	сноровка	способ	курс	тротуар		Таким образом, сооружение плотин и шлюзование рек позволяют создать хорошие водные <b><font color="#cc0000">пути</font></b> сообщения и получать электроэнергию.	55_10										
улица	дорога	поездка	мостовая	ворота	тракт	оборот			Выхожу один я на дорогу; // Сквозь туман кремнистый <b><font color="#cc0000">путь</font></b> блестит; // Ночь тиха.	56_10										
прием	переправа	образ	шоссе	крюк	план	тактика			Выхожу один я на дорогу; // Сквозь туман кремнистый <b><font color="#cc0000">путь</font></b> блестит; // Ночь тиха.	56_10										
